frameworks,latencyAvg,latencyStdev,latencyMax,totalRequests,startTime,endTime,connect,read,write,timeout,5xx
atreugo,387.62us,49.75us,1.69ms,611019,1697060514,1697060530,,,,,
atreugo,421.99us,54.88us,4.50ms,982603,1697060532,1697060547,,,,,
atreugo,256.95us,47.83us,4.17ms,3224242,1697060549,1697060564,,,,,
atreugo,363.47us,200.96us,15.24ms,4762306,1697060566,1697060581,,,,,
atreugo,0.90ms,0.86ms,18.81ms,5018220,1697060583,1697060598,,,,,
atreugo,1.73ms,1.53ms,29.04ms,5085316,1697060600,1697060615,,,,,
atreugo-prefork,317.27us,44.51us,2.03ms,744203,1697061528,1697061543,,,,,
atreugo-prefork,341.77us,48.20us,2.46ms,1207031,1697061545,1697061560,,,,,
atreugo-prefork,285.87us,112.07us,8.16ms,2930631,1697061562,1697061577,,,,,
atreugo-prefork,396.69us,211.51us,13.42ms,4294879,1697061579,1697061594,,,,,
atreugo-prefork,0.91ms,1.31ms,29.04ms,5224722,1697061596,1697061611,,,,,
atreugo-prefork,1.72ms,1.85ms,29.72ms,5286489,1697061613,1697061628,,,,,
axum-mongo,634.94us,62.11us,1.07ms,375642,1697064084,1697064100,,,,,
axum-mongo,560.93us,88.40us,6.98ms,742815,1697064102,1697064117,,,,,
axum-mongo,468.27us,76.78us,4.88ms,1770000,1697064119,1697064134,,,,,
axum-mongo,792.07us,287.06us,14.02ms,2120911,1697064136,1697064151,,,,,
axum-mongo,1.76ms,590.60us,18.47ms,2149914,1697064153,1697064168,,,,,
axum-mongo,3.81ms,3.65ms,175.73ms,2071238,1697064170,1697064185,,,,,
axum-mongo-raw,637.82us,61.24us,1.09ms,374065,1697065356,1697065371,,,,,
axum-mongo-raw,466.43us,79.91us,3.72ms,890107,1697065373,1697065388,,,,,
axum-mongo-raw,465.64us,77.84us,11.77ms,1780194,1697065390,1697065405,,,,,
axum-mongo-raw,777.92us,257.28us,14.19ms,2152410,1697065407,1697065422,,,,,
axum-mongo-raw,1.74ms,578.20us,17.77ms,2175545,1697065424,1697065439,,,,,
axum-mongo-raw,3.70ms,2.85ms,195.27ms,2089531,1697065441,1697065457,,,,,
axum-pg,329.32us,27.24us,0.98ms,716797,1697066442,1697066457,,,,,
axum-pg,362.15us,42.68us,6.18ms,1140220,1697066459,1697066474,,,,,
axum-pg,247.16us,35.62us,4.35ms,3350030,1697066476,1697066491,,,,,
axum-pg,310.88us,103.03us,16.05ms,5371442,1697066493,1697066508,,,,,
axum-pg,531.40us,274.14us,19.77ms,7147160,1697066510,1697066525,,,,,
axum-pg,0.93ms,446.89us,22.94ms,8213603,1697066527,1697066542,,,,,
axum-pg-pool,390.65us,51.45us,4.98ms,606951,1697067663,1697067678,,,,,
axum-pg-pool,420.78us,45.90us,3.24ms,984755,1697067680,1697067696,,,,,
axum-pg-pool,621.41us,72.33us,3.70ms,1340859,1697067698,1697067713,,,,,
axum-pg-pool,1.26ms,103.67us,12.88ms,1330981,1697067715,1697067730,,,,,
axum-pg-pool,2.89ms,131.40us,3.67ms,1311022,1697067732,1697067747,,,,,
axum-pg-pool,5.77ms,331.01us,9.32ms,1314826,1697067749,1697067764,,,,,
axum-sqlx,598.28us,62.42us,2.64ms,398736,1697068844,1697068859,,,,,
axum-sqlx,712.83us,76.89us,2.70ms,586371,1697068861,1697068877,,,,,
axum-sqlx,1.43ms,229.78us,15.96ms,585100,1697068879,1697068894,,,,,
axum-sqlx,2.85ms,383.77us,8.66ms,589551,1697068896,1697068911,,,,,
axum-sqlx,6.42ms,679.03us,10.48ms,591299,1697068913,1697068928,,,,,
axum-sqlx,12.74ms,1.31ms,18.69ms,594843,1697068930,1697068945,,,,,
bareasgi,2.10ms,517.01us,7.78ms,114079,1697069580,1697069596,,,,,
bareasgi,2.18ms,660.32us,9.64ms,192379,1697069598,1697069613,,,,,
bareasgi,2.61ms,779.80us,17.79ms,321228,1697069615,1697069630,,,,,
bareasgi,4.55ms,1.29ms,21.52ms,368924,1697069632,1697069647,,,,,
bareasgi,9.93ms,3.78ms,56.42ms,383231,1697069649,1697069664,,,,,
bareasgi,18.75ms,6.32ms,93.42ms,404579,1697069666,1697069681,,,,,
beetlex,388.16us,266.97us,12.04ms,627601,1697070815,1697070830,,,,,
beetlex,417.67us,163.23us,6.79ms,1003992,1697070832,1697070847,,,,,
beetlex,476.46us,254.95us,8.00ms,1784754,1697070849,1697070865,,,,,
beetlex,660.92us,497.40us,11.38ms,2674486,1697070867,1697070882,,,,,
beetlex,1.33ms,659.41us,13.22ms,2886465,1697070884,1697070899,,,,,
beetlex,2.36ms,0.85ms,21.62ms,3252634,1697070901,1697070916,,,,,
